TEXT,Annot-1,Annot-2,Annot-3,Source,classes
"গাব্রিয়েলা সে যা যা সম্পর্কে বলেছে সবকিছু মিথ্যা.পরিবেশ রোমান্টিক, কিন্তু দরিদ্র সেবা ও খাদ্য ভয়ানক, । ",0,0,0,,0
"রাস্তায় মাথা তাদের সাক বার বার হবে,যদি আপনি Haru এর মহান খাদ্য চান, বিশেষ করে হাউস রোল জন্য ক্ষুধা করছেন, কিন্তু অপেক্ষা বিল্ডিং outisde দাঁড়ানো যাবে না, ",0,0,0,,0
"একটি সংকীর্ণ করিডোরটি একটি ছোট্ট স্থান বাড়ে যেখানে তিনটি ক্ষুদ্র সাদা টাইল্ড কাউন্টার রয়েছে, প্রচুর পরিমাণে জালিয়াতি (বোতল, কাঁধের ডাল) এবং 12-14 এনট্র্রিটের একটি ছোট কভার থাকে।",0,0,0,,0
এই দামে ভবনের ভাল ছাদ জল ক্লাবের জন্য জলের চেষ্টা করবে,0,0,0,,0
"তারাই মনে করে ব্রো বলা মানে ট্রল করা।""""- ব্রো"" ",0,0,0,,0
অ্যাট্রাকিয়াস থাকার কারনে খাবারটি ভয়াবহ ছিল।,0,0,0,,0
নতুন ইনকাম এর পথ খুলছে। পদদা সেতু কাজ শেষ করতে গিয়ে ১০বছর শেষ। অাবার নতুন সেতু?,0,0,0,,0
ছোট ভাই যদি পারিস ওরে একটু একটা ইউটিউব চ্যানেল খুলে দিয়ে কাজ গুলা ভালো করে শিখা। ,0,0,0,,0
ভাউ পাব্জি মোবাইল আর ফ্রিফায়ার খেলে নিজেকে গেমার দাবি করা কতটা যুক্তিসংগত? ,0,0,0,,0
"তাহসিন ভাইয়ের পাইলস হইসে বসলে ব্যাথা পায়, তাই সে দাঁড়িয়ে আছে। ",0,0,0,,0
এখানে আমি কিছু বলবো যা এখন বলা হয়তো অর্থহীন তবুও বলছি আজ ভারত বনাম অস্ট্রেলিয়ার খেলাটা একটু দেখবেন এবং আরণ ফিঞ্চ এর আউট টা দেখবেন।যারা একদিন লিটন দাস এর আউট নিয়ে বলেছিলেন তারা অন্তত দেখবেন এবং শিক্ষিত হবেন। ,0,0,0,,0
আর মেয়েটি তখনি নারস কে বল্ল যান এখন এই ঘর থেকে বের হয়ে যান একজন কাজি ডেকে আনেন প্লিজ ,0,0,0,,0
মুসা কামারা সম্পর্কে তথ্যটা ভুল আছে।বিপক্ষ দলের গোলকিপার জাদু করছিল যেনো সে গোল না খাই।আর মুসা কামারা তার জাদু নষ্ট করেছিলো।এটা সংশোধন করেন একজন নির্দোষ ব্যাক্তিকে মিথ্যা অপবাদ দেয়া ঠিক না। ,0,0,0,,0
এরকম। আর প্রত্যেক হাসপাতালেও এভাবে আবেদনকারীদের রাংকিং করে ,0,0,0,,0
মানুষ গেলে তো আর এত খাবার নিবে না।রিভিউ দেওয়ার জন্য এত খাবার নিয়েছে।আর সব রেস্টুরেন্টের খাবারের দামই বেশি থাকে কারণ তাদের খাবারের সাথে রেস্টুরেন্টের খরচও এড হয়। ,0,0,0,,0
এই ব্লগ টা দেখে আমার চোখে পানি চলে এসেছে ,0,0,0,,0
পিল্জ অামার চ্যানেলটা সাবস্ক্রাইব করুন,0,0,0,,0
আর আমি হাওরা ব্রিজের ওপর৫০ছবিতুলছি কখনো ফাইন হয়নি,0,0,0,,0
এতদিন পর হলেও অন্তত কর্তৃপক্ষ বুঝতে পেরেছে। এবার এইচএসসি কে ৪টি সেমিস্টারে ভাগ করতে হবে।,0,0,0,,0
বিশশ ছেরা অলরাওনডার রশিদ খান ,0,0,0,,0
হাওড়া ব্রিজের পাশে একটা পার্ক আছে মিলেনিয়াম পার্ক সেটার অবস্থা খুবই খারাপ সেখানে ঘাপাঘাপ কচাকচ করার জায়গা আছে। ,0,0,0,,0
হাসিনা মেমের সঙ্গে দেখা করায় দিতে পারবে। আমার নাম্বার ০১৯৬৮২৬৮৪৬৩,0,0,0,,0
এই প্রোডাক্ট গুলো ভালো হয় না। কিনলে ঠকবেন ,0,0,0,,0
"পুলিশকে খবর দিয়ে ত মার্ডার করে না,ভাই ",0,0,0,,0
আমার মানি ব্যাগ কই 😂😂😂 ,0,0,0,,0
আগের ভিডিও টা বেশি ভালো ছিলো ,0,0,0,,0
"ব্যাগ হয়তো সত্যিই হারাইছে কিন্তু অন ক্যামেরায় আফ্রিদির একটিং টা খুবই বাজে ছিল,,,,🤣🤣, সরি ব্রো বাট ইট ওয়াজ টু ব্যাড ",0,0,1,,0
আপনার খাওয়ার স্টাইল টা বদলান। খাওয়ার স্টাইল টা আরও লোভনীয় করা যেত। ,0,0,0,,0
এই পাপিয়া মালেয়শিয়াতে অনেক কিডনেফ কেইস এ জড়িত হতে পারে।,0,0,0,,0
এই ক্রিকেটারটা প্রতিবাদ করলে তাকে বেয়াদব বলে আসলে সেই রাইট ,0,0,0,,0
জীবনের পথম আফ্রিদি ভিডিও দেখে ভালো লাগলো ,0,0,0,,0
আমি আগেই দেখছি পাইরোস কপি ,0,0,0,,0
তুমি আমার কয়টা টিউটোরিয়াল দেখে এই মন্তব্য করেছ?? ,0,0,0,,0
"নতুন কিছু ট্রাই করেন, বাংলাদেশের সব মেনু ঘুরে ঘুরে একইরকম। ",0,0,0,,0
সারারাত ভিডিও দেচনা কেন ,0,0,0,,0
 একটা পরিবারের ভেসে যাওয়ার গল্প আপনার সাথে আমি শেয়ার করতে চাই।আপনার সাথে যোগাযোগ করার উপায় টা যদি আমাকে একটু মেইল করতেন।।। ,0,0,0,,0
১ কানে মিউজিক আর ১ কানে কথা এ কেমন অবিচার? 🐸😪,0,0,0,,0
আরে মিয়া গুতা মারলেতো আনসাবস্কাইব হয়ে যাবে.....। ,0,0,0,,0
একই বলে ডিজিটাল উন্নয়ন ,0,0,0,,0
তোমার পান্ডা টা দেখেছে না ,0,0,0,,0
ইডিট টা বাজে হইছে ,0,0,0,,0
এই আপুটি টিকটিক সেলিব্রিটি ,0,0,0,,0
"বড় ধরনের কাউকে ব্যাক মেইল করছিলো, নয়তো এভাবে ফাঁসার কথা না। ",0,0,0,,0
"এই ভূ-মন্ডলে যতো চায়না মাল আছে, তার প্রায় সবই ভুষি, কিন্তু চীনারা ইউরোপ/আমেরিকায় যা রপ্তানী করে তা মান সম্পন্ন করেই বানায়। পাকুদের মান সম্পন্ন জিনিস দেবে কিনা সেটা এ্যাম্বিগুয়াস। ",0,0,0,,0
আমি টেনশনে পরে গেছিলাম নাটক দেখতে দেখতে কোন সময় আবার শুভর চুল গুলা পরে যায়।।। ,0,0,0,,0
রাতের নাম্বার বন্ধ থাকে ,0,0,0,,0
স্যার আমদের সাবজেক্ট টিচার প্রতিবেদন ২ পেজে এর মধ্যে শেষ করতে বলেন। এক্ষেত্রে আমি কি করব?,0,0,0,,0
বাংলাদেশের আনাচে কানাচে সিসি কেমেরা ফিট করে দিলে ভাল হত। ,0,0,0,,0
ইউনিভার্সিটি ‍উঠে এই কথা বলতে পারবে ? ,0,0,0,,0
লাস্টেরটায় ছিল একটা টাইগার আরেকটা গরিলা ,0,0,0,,0
"আশে পাশের গুলারে,,,, ব্লার মাইরা রাখছো এটার নাম কি?? ",0,0,0,,0
এ রকম খবর দেখালে চ্যালেল বনধো হয়ে যাবে,0,0,0,,0
ইউটিউব কোনো ইসলামিক প্লাটফর্ম নয়।..ইন্টারনেট বাদ দিয়ে বাড়ী বসে কোরআন পাঠ করুন ,0,0,0,,0
অন্যের লিরিক্স আর বলিউড ড্যান্স স্টেপ ,0,0,0,,0
সবি ডায়লোক রে ভাই ,0,0,0,,0
আপনার উচিত হিন্দুস্তান বা ভারতে বলগ না করে বাংলাদেশের রেস্টুরেন্ট বা খাবার হোটেলের ফূড কে পুরো পৃথিবীতে প্রমোট করা যাতে তাদের ভাল হয় ,0,0,0,,0
অামি হেল্প চাই সবার কাছে ------------- চ্যানালটি সাবস্ক্রাইফ করুন প্লীজ অামার চ্যানালটি সাবক্রাইফ করুন ,0,0,0,,0
ক্রিকেট মাঠে স্লেজিং হবেই। দুই দল ই সমান ভাবে স্লেজিং করেছে। ,0,0,0,,0
এতো সুন্দর একটা নাটিক ইডিট করেই শেষ!!!! ,0,0,0,,0
"সারিকার জামা টা ফ্যামিলি ক্রাইসিসে নাটকে পরেছিল,, একজামা বার বার পরে ",0,0,0,,0
ভাই ঐ তারা রা ব্যাকগ্রাউন্ড মিউজিক টা কই পাবো..? ,0,0,0,,0
আপনার ফোন নাম্বারটা দেন প্লিজ ,0,0,0,,0
স্যার এস এস সি পরীক্ষার জন্য পদার্থের সহজ কিছু সাজেশন দেন প্লিজ ,0,0,0,,0
প্লিজ ভাই আরেক টা ভাই দয়া করে ভাই ,0,0,0,,0
গলি বয় হবে উচ্চারণ। ,0,0,0,,0
"একজন ধর্ষকের ইন্টারভিউ নিছি,,সময় হলে দেখে আসার দাওয়াত রইলো,,আর পুরো ভিডিওটা দেখে আপনাদের মতামত টা জানাবেন ",0,0,0,,0
এটি ব্যবহারের জন্য ফোন রুট করার প্রয়োজন আছে কি ,0,0,0,,0
লাস্টের গানের সিঙ্গার নাম কি? ,0,0,0,,0
"এই নিয়ে হাসার কিছুই নেই, নাইচ নাটক",0,0,0,,0
জীবনে অনেক ফালতু শো দেখেছি কিন্তু এটাই সবচেয়ে ফালতুর দিকে বেষ্ট ছিল😂 ,0,0,0,,0
গুতা আগে থেকে দেওয়া ছিল কিন্তু আবার গুতা দিয়া আনসাবস্ক্রাইব করে দিছি যখন পাঞ্জাবি অর্ডার করা হবে তখনই আবার গুতা দিয়ে সাবস্ক্রাইব করে দিমু ,0,0,0,,0
কিছু সুশিক্ষিতরা ডিসলাইক দিছে আবার 😂 ,0,0,0,,0
এখন ৪ পয়েন্ট পাওয়া টা কঠিন হবে! ৯০-১০০ নাম্বার।। এখানে মূলত এখন প্রতিযোগিতা হবে।,0,0,0,,0
"প্রবলেম বললে হবেনা তো, করতে হবে। ",0,0,0,,0
চিল্লায়া কি মার্কেট ফাওন যাইবো???? ,0,0,0,,0
ভাই কিভাবে ক্যামেরাটা কিনবি ?,0,0,0,,0
এই ভিডিওটা দেখে দেড় ঘণ্টা পর্যন্ত পাগল আছিলাম। ,0,0,0,,0
"বাহ, হোয়াট আ স্কোপ। ফিদা হয়ে গেলাম চালাকি দেখে :)",0,0,1,,0
আম্পায়ার হিসেবে আপনাকে দরকার! ,0,0,0,,0
নাটক মানেই নয় বাংলাদেশের মধ্যে মিডিয়ার মধ্যে সেরা নিশো ই একমাত্র।,0,0,0,,0
তৌহিদ আফ্রিদির সঙ্গে কিভাবে কন্ট্যাক্ট করতে পারি প্লিজ; একটু বলবেন ? ,0,0,0,,0
ভাই আমি একটা কেমেরা কিনব ফোন যায় না কেন,0,0,0,,0
ক্রিকেটার কাকে বলে সিখো বাংলাদেশ ,0,0,0,,0
তাওহীদ ভাই ফেমাস হওয়ার কারনে গালিবয়ের সাথে হাত মিলাল ,0,0,0,,0
আমি ছোট ইউটিবার আমাকে একটু সাহায্য করুন আপনার পায়ে ধরি আমার চ্যানেলটা সাবস্কাইব করুন আলাহু আপনাদের ভালো করবে ,0,0,0,,0
মনির স্যার দিবেন তো ক্লাশ ,0,0,0,,0
"আপনারা কেউ চেহারা দেখান না, পিকচার ইক্সাম্পল দেখান না, কেনো...? ",0,0,0,,0
শেখ সাদী এমনিতেই অনেক কিউট।ঠোঁটে এক্সট্রা লিপস্টিক দেয়ার কোন দরকার ছিল না😕😕 ,0,0,0,,0
এটা কি এখন কিনা জাবে প্লিজ জানাবেন,0,0,0,,0
আমি হুজুরদের থেকে শুনে আসছি ।। হূজুর এই গান ভাইরাল করছে ,0,0,0,,0
বা বা ইরান পরমাণু বোমা বানাল ও পরীক্ষা করল আর গোটা পৃথিবী মানুষ জানলেন না আপনার নেটওয়ার্ক ইরানের ভিতর অনেক দূর বা বা ভাই কি সুন্দর কথা বলেন ,0,0,0,,0
ভাই মেয়ে সিট বাদিয়ে ছেলে সিট তো দুইটি খালি ছিল সে সিটে কথায় বলছি বুঝতে পারছেন ভাই ,0,0,0,,0
আমার মত কেও যদি জমজ১১ অপেক্ষায় থেকে থাক শুধু তারাই লাইক দাও?,0,0,0,,0
"স্যার, আপনারদের মোবাইল ফোন পাওয়া পড়ে টাকা দিলে কি হবে ",0,0,0,,0
ভাইয়া তুমার নাম্বার দিবে ,0,0,0,,0
আপু সি+ডি ক্যাটাগারিতে কি আইল টেস্ট লাগবে। দয়া করে বিষয় টি জানাবেন। ,0,0,0,,0
টেডিবেয়ার বার্ভিঢল আইসক্রিম আর চিকেন বল লাইনটা জটিল ,0,0,0,,0
ভাই আপনি মোবাইলের পিছনে যে স্কিন পেপার লাগায় বিভিন্ন কালারের।তার একটা ভিডিও করেন। ,0,0,0,,0
হাসতে পারবেন না অভিজাত হোটেল-ক্যাফের উচ্চমুল্যের কমেডি শো দেখেও ,0,0,0,,0
চেয়ার নড়াচড়া ছাড়া ভাল লাগলোনা! ,0,0,0,,0
বিল্ডাপ প্লে কতটা ভয়ংকর ।পেরেইরা যেখানেই খেলুক না কেনো যদি মেসির সাথে বোঝাপড়াটা ভালো হয় ,0,0,0,,0
রেকর্ডটি যে মেসির নয় আফ্রিকান ফুটবলারটির ,0,0,0,,0
